task_number,n_components,confidence_threshold,total_accuracy,total_threshold_accuracy,total_grams,total_above_threshold,total_threshold_correct,total_threshold_incorrect,normalized_accuracy
2,15,-100.0,0.1679008748406996,0.1679008748406996,877.6,877.6,133.0,744.6,0.17861939296266452
2,15,-15.0,0.17392845816468067,0.17392845816468067,877.6,877.6,133.0,744.6,0.17861939296266452
2,15,-10.0,0.17563788306882386,0.17563788306882386,877.6,877.6,133.0,744.6,0.17861939296266452
2,15,-6.0,0.17548662789882974,0.17652262215956838,877.6,857.0,130.0,727.0,0.17881705639614856
2,15,0.0,0.1707083521893151,0.0,877.6,0.0,0.0,0.0,
2,20,-inf,0.16829651632834572,0.16829651632834572,877.6,877.6,133.0,744.6,0.17861939296266452
2,20,-1000000.0,0.16855401429699604,0.16855401429699604,877.6,877.6,133.0,744.6,0.17861939296266452
2,20,-100000.0,0.16211665083848734,0.16211665083848734,877.6,877.6,133.2,744.4000000000001,0.17893605588393333
2,20,-10000.0,0.1718395043265215,0.1718395043265215,877.6,877.6,131.2,746.4000000000001,0.17577706323687028
2,20,-1000.0,0.1768085701570242,0.1768085701570242,877.6,877.6,132.8,744.8,0.1783029001074114
2,20,-100.0,0.16049105166083494,0.16049105166083494,877.6,877.6,131.6,746.0,0.17640750670241287
2,20,-15.0,0.1769691699442597,0.1769691699442597,877.6,877.6,133.2,744.4000000000001,0.17893605588393333
2,20,-10.0,0.1715531154357073,0.1715531154357073,877.6,877.6,131.6,746.0,0.17640750670241287
2,20,-6.0,0.17435568745960991,0.17701764131169076,877.6,846.4,129.6,716.8,0.18080357142857142
2,20,0.0,0.1679853723174333,0.0,877.6,0.0,0.0,0.0,
2,25,-inf,0.16348570260196232,0.16348570260196232,877.6,877.6,133.0,744.6,0.17861939296266452
2,25,-1000000.0,0.16725074083635766,0.16725074083635766,877.6,877.6,133.0,744.6,0.17861939296266452
2,25,-100000.0,0.17115286146038194,0.17115286146038194,877.6,877.6,133.0,744.6,0.17861939296266452
2,25,-10000.0,0.18164819896059956,0.18164819896059956,877.6,877.6,133.0,744.6,0.17861939296266452
2,25,-1000.0,0.16568194632038535,0.16568194632038535,877.6,877.6,133.0,744.6,0.17861939296266452
2,25,-100.0,0.17394336325563636,0.17394336325563636,877.6,877.6,133.0,744.6,0.17861939296266452
2,25,-15.0,0.17126979972988915,0.17126979972988915,877.6,877.6,133.0,744.6,0.17861939296266452
2,25,-10.0,0.16998276151347938,0.16998276151347938,877.6,877.6,133.0,744.6,0.17861939296266452
2,25,-6.0,0.17170529495694686,0.17449199464336468,877.6,847.8,130.0,717.8,0.18110894399554195
2,25,0.0,0.16861737616079706,0.0,877.6,0.0,0.0,0.0,
2,28,-inf,0.17141004790721645,0.17141004790721645,877.6,877.6,133.0,744.6,0.17861939296266452
2,28,-1000000.0,0.17239764776341845,0.17239764776341845,877.6,877.6,133.0,744.6,0.17861939296266452
2,28,-100000.0,0.17160610054230782,0.17160610054230782,877.6,877.6,133.0,744.6,0.17861939296266452
2,28,-10000.0,0.1679018264953939,0.1679018264953939,877.6,877.6,133.0,744.6,0.17861939296266452
2,28,-1000.0,0.17356816994015967,0.17356816994015967,877.6,877.6,133.0,744.6,0.17861939296266452
2,28,-100.0,0.1673955413806322,0.1673955413806322,877.6,877.6,133.0,744.6,0.17861939296266452
2,28,-15.0,0.17868667363909427,0.17868667363909427,877.6,877.6,133.0,744.6,0.17861939296266452
2,28,-10.0,0.16916979356856876,0.16916979356856876,877.6,877.6,133.0,744.6,0.17861939296266452
2,28,-6.0,0.17037970117553308,0.17263036314244518,877.6,843.2,128.6,714.6,0.1799608172404142
2,28,0.0,0.1686017984009114,0.0,877.6,0.0,0.0,0.0,
4,5,-inf,0.15973354291933034,0.15973354291933034,300.8,300.8,50.4,250.4,0.20127795527156547
4,5,-1000000.0,0.17058058803947812,0.17063725918634165,300.8,300.6,50.6,250.00000000000003,0.20239999999999997
4,5,-100000.0,0.16681738667982554,0.16687070105693586,300.8,300.6,51.4,249.20000000000002,0.20626003210272872
4,5,-10000.0,0.15090261978670422,0.15095929093356775,300.8,300.6,48.2,252.40000000000003,0.19096671949286845
4,5,-1000.0,0.16925550979063467,0.16929628503350394,300.8,300.6,50.6,250.00000000000003,0.20239999999999997
4,5,-100.0,0.16426526340086842,0.16430603864373775,300.8,300.6,50.6,250.00000000000003,0.20239999999999997
4,5,-15.0,0.16523933997057488,0.1652960111174384,300.8,300.6,51.4,249.20000000000002,0.20626003210272872
4,5,-10.0,0.1722893852961172,0.1723301605389865,300.8,300.6,51.0,249.60000000000002,0.20432692307692304
4,5,-6.0,0.1715838824721147,0.17109289508068132,300.8,280.0,46.2,233.8,0.19760479041916168
4,5,0.0,0.15419591489345458,0.0,300.8,0.0,0.0,0.0,
4,7,-inf,0.15680508426523804,0.15680508426523804,300.8,300.8,48.4,252.4,0.19175911251980982
4,7,-1000000.0,0.155897939779843,0.15595461092670654,300.8,300.6,48.4,252.20000000000002,0.19191118160190324
4,7,-100000.0,0.15455775308735326,0.15461442423421676,300.8,300.6,48.0,252.60000000000002,0.19002375296912113
4,7,-10000.0,0.16379451922673308,0.16385119037359658,300.8,300.6,48.4,252.20000000000002,0.19191118160190324
4,7,-1000.0,0.15358069803552635,0.15363736918238988,300.8,300.6,48.4,252.20000000000002,0.19191118160190324
4,7,-100.0,0.16256123021004898,0.1626020054529183,300.8,300.6,48.4,252.20000000000002,0.19191118160190324
4,7,-15.0,0.15302963230480526,0.15308263407297898,300.8,300.6,48.0,252.60000000000002,0.19002375296912113
4,7,-10.0,0.16144288412959834,0.1614995552764619,300.8,300.6,46.6,254.00000000000003,0.18346456692913385
4,7,-6.0,0.15717683048786554,0.15832214563739866,300.8,276.4,45.2,231.2,0.19550173010380625
4,7,0.0,0.15942150791467374,0.0,300.8,0.0,0.0,0.0,
4,10,-inf,0.16791284922558244,0.16791284922558244,300.8,300.8,51.4,249.4,0.2060946271050521
4,10,-1000000.0,0.16194263367705244,0.16199930482391595,300.8,300.6,51.4,249.20000000000002,0.20626003210272872
4,10,-100000.0,0.17315799755827085,0.17321466870513436,300.8,300.6,51.4,249.20000000000002,0.20626003210272872
4,10,-10000.0,0.1623119919136487,0.16234674989233194,300.8,300.6,51.4,249.20000000000002,0.20626003210272872
4,10,-1000.0,0.16264414214428768,0.1627008132911512,300.8,300.6,51.4,249.20000000000002,0.20626003210272872
4,10,-100.0,0.1698921772167345,0.16993295245960385,300.8,300.6,51.4,249.20000000000002,0.20626003210272872
4,10,-15.0,0.16523933997057488,0.1652960111174384,300.8,300.6,51.4,249.20000000000002,0.20626003210272872
4,10,-10.0,0.1633199886936579,0.16337395274529734,300.8,300.6,51.4,249.20000000000002,0.20626003210272872
